Wind speed(m/s),Temperature(C),Humidity,Air Pressure,Wind direction,Precipitation(mm),solar irradiation(kW/m2),Active Power(MW)_Hybrid_88W
0.7,0.15,0.8,1,0.16,0.21,0,0.7151
0.78,0.16,0.78,1,0.17,0.22,0.07,0.7342
0.78,0.16,0.75,1,0.19,0.23,0.16,0.7381
0.92,0.16,0.72,1,0.18,0.22,0.23,0.7723
0.96,0.17,0.7,1,0.12,0.21,0.28,0.7956
0.86,0.17,0.69,1,0.16,0.21,0.3,0.7758
0.82,0.17,0.7,1,0.15,0.21,0.29,0.7686
0.89,0.16,0.71,1,0.2,0.21,0.27,0.7705
0.82,0.16,0.73,1,0.22,0.21,0.23,0.7509
0.73,0.15,0.74,1,0.23,0.21,0.16,0.7224
0.78,0.14,0.75,1,0.21,0.21,0.07,0.7221
0.74,0.14,0.76,1,0.15,0.22,0,0.712
0.73,0.13,0.76,1,0.14,0.22,0,0.7116
0.56,0.12,0.77,1,0.1,0.24,0,0.6862
0.23,0.12,0.78,1,0.21,0.23,0,0.6147
0.17,0.1,0.8,1,0.16,0.23,0,0.6139
0.2,0.09,0.83,1,0.09,0.21,0,0.6347
0.13,0.09,0.85,1,0.14,0.21,0,0.6185
0.15,0.09,0.86,1,0.14,0.18,0,0.6306
0.25,0.09,0.87,1,0.12,0.17,0,0.654
0.19,0.09,0.87,1,0.09,0.16,0,0.6497
0.18,0.08,0.87,1,0.09,0.16,0,0.6475
0.23,0.07,0.87,1,0.09,0.17,0,0.6535
0.2,0.09,0.87,1,0.19,0.17,0,0.6351
0.33,0.13,0.86,1,0.18,0.17,0.01,0.6623
0.53,0.15,0.83,1,0.17,0.17,0.16,0.7209
0.66,0.16,0.78,1,0.19,0.18,0.33,0.7597
0.75,0.16,0.73,1,0.11,0.2,0.5,0.8064
0.89,0.17,0.71,1,0.1,0.16,0.62,0.8549
0.99,0.16,0.7,1,0.18,0.16,0.69,0.8674
1,0.16,0.7,1,0.22,0.15,0.7,0.8651
0.94,0.16,0.71,1,0.19,0.15,0.66,0.8556
0.78,0.15,0.72,1,0.19,0.15,0.54,0.8073
0.69,0.14,0.74,1,0.2,0.17,0.36,0.7591
0.67,0.14,0.76,1,0.23,0.17,0.17,0.7229
0.71,0.13,0.78,1,0.25,0.17,0.01,0.7024
0.82,0.13,0.8,1,0.25,0.18,0,0.7194
0.71,0.12,0.81,1,0.22,0.18,0,0.7084
0.58,0.12,0.82,1,0.22,0.18,0,0.6856
0.45,0.11,0.82,1,0.24,0.17,0,0.6603
0.35,0.11,0.82,1,0.23,0.17,0,0.6446
0.35,0.11,0.81,1,0.21,0.17,0,0.6475
0.24,0.1,0.81,1,0.21,0.16,0,0.6298
0.34,0.1,0.81,1,0.22,0.16,0,0.6442
0.39,0.1,0.81,1,0.22,0.16,0,0.6532
0.28,0.1,0.81,1,0.2,0.16,0,0.6398
0.51,0.11,0.8,1,0.24,0.15,0,0.6727
0.55,0.13,0.79,1,0.21,0.16,0,0.6838
0.76,0.15,0.78,1,0.16,0.18,0,0.7252
0.86,0.16,0.75,1,0.09,0.18,0.1,0.7653
0.96,0.16,0.72,1,0.06,0.18,0.19,0.7996
1,0.16,0.71,1,0.1,0.17,0.3,0.8154
1,0.16,0.71,1,0.08,0.17,0.3,0.8193
1,0.16,0.71,1,0.19,0.21,0.24,0.7867
1,0.16,0.71,1,0.16,0.17,0.35,0.8164
0.99,0.16,0.72,1,0.14,0.17,0.43,0.8313
0.9,0.16,0.72,1,0.15,0.16,0.39,0.8083
0.85,0.14,0.73,1,0.11,0.16,0.35,0.7995
0.92,0.14,0.75,1,0.12,0.16,0.21,0.7884
0.86,0.14,0.76,1,0.15,0.15,0.02,0.7449
0.83,0.14,0.77,1,0.14,0.16,0,0.7396
0.63,0.13,0.79,1,0.15,0.16,0,0.7063
0.52,0.12,0.79,1,0.17,0.15,0,0.6852
0.57,0.11,0.79,1,0.18,0.14,0,0.6931
0.46,0.1,0.8,1,0.21,0.14,0,0.6675
0.54,0.11,0.8,1,0.24,0.14,0,0.6799
0.64,0.12,0.8,1,0.22,0.14,0,0.7
0.87,0.13,0.8,1,0.16,0.14,0,0.7513
0.61,0.12,0.81,1,0.19,0.14,0,0.7013
0.91,0.13,0.82,1,0.19,0.14,0,0.7537
0.89,0.13,0.81,1,0.21,0.14,0,0.7462
0.8,0.14,0.81,1,0.15,0.13,0,0.7441
0.82,0.14,0.82,1,0.12,0.13,0.01,0.7561
0.78,0.15,0.81,1,0.1,0.13,0.19,0.7835
0.77,0.16,0.78,1,0.2,0.14,0.37,0.7892
0.73,0.16,0.74,1,0.25,0.12,0.54,0.798
0.77,0.16,0.72,1,0.25,0.13,0.68,0.8249
0.8,0.15,0.73,1,0.23,0.12,0.73,0.8434
0.89,0.16,0.73,1,0.24,0.13,0.71,0.8521
0.86,0.15,0.72,1,0.23,0.13,0.65,0.8359
0.82,0.15,0.72,1,0.21,0.13,0.52,0.8104
0.76,0.14,0.72,1,0.18,0.13,0.35,0.778
0.64,0.13,0.74,1,0.08,0.13,0.17,0.744
0.64,0.13,0.78,1,0.08,0.13,0.01,0.7245
0.64,0.13,0.81,1,0.08,0.13,0,0.7284
0.57,0.14,0.82,1,0.05,0.14,0,0.7222
0.39,0.13,0.84,1,0.07,0.14,0,0.6905
0.52,0.12,0.85,1,0.05,0.14,0,0.7183
0.53,0.12,0.86,1,0.06,0.14,0,0.7174
0.4,0.12,0.87,1,0.08,0.14,0,0.6947
0.46,0.12,0.87,1,0.16,0.14,0,0.6919
0.5,0.12,0.88,1,0.16,0.14,0,0.7011
0.43,0.12,0.88,1,0.2,0.13,0,0.6842
0.28,0.11,0.89,1,0.21,0.12,0,0.6589
0.26,0.11,0.89,1,0.18,0.12,0,0.6596
0.28,0.12,0.88,1,0.17,0.12,0,0.6646
0.31,0.14,0.87,1,0.12,0.12,0.01,0.6823
0.38,0.15,0.85,1,0.08,0.12,0.18,0.7279
0.32,0.16,0.82,1,0.08,0.12,0.38,0.7472
0.26,0.17,0.77,1,0.11,0.12,0.54,0.7517
0.27,0.18,0.71,1,0.16,0.13,0.67,0.7571
0.44,0.18,0.68,1,0.23,0.13,0.75,0.7816
0.25,0.19,0.66,1,0.21,0.14,0.75,0.7498
0.45,0.18,0.51,1,0.22,0.14,0.69,0.7463
0.39,0.18,0.5,1,0.1,0.14,0.57,0.7332
0.29,0.16,0.59,1,0.09,0.14,0.4,0.7015
0.21,0.14,0.66,1,0.13,0.14,0.2,0.6536
0.29,0.11,0.68,1,0.13,0.14,0.01,0.6372
0.37,0.1,0.69,1,0.14,0.14,0,0.6465
0.46,0.1,0.7,1,0.17,0.15,0,0.6577
0.31,0.1,0.7,1,0.26,0.15,0,0.617
0.2,0.09,0.71,1,0.25,0.14,0,0.6015
0.26,0.08,0.71,1,0.26,0.15,0,0.608
0.29,0.07,0.72,1,0.22,0.15,0,0.6182
0.28,0.07,0.73,1,0.24,0.14,0,0.6169
0.24,0.06,0.75,1,0.25,0.14,0,0.6092
0.23,0.06,0.77,1,0.32,0.14,0,0.599
0.19,0.05,0.79,1,0.32,0.14,0,0.5961
0.33,0.06,0.82,1,0.24,0.13,0,0.6403
0.23,0.09,0.81,1,0.25,0.13,0,0.626
0.23,0.13,0.79,1,0.25,0.13,0.01,0.6302
0.43,0.15,0.74,1,0.21,0.14,0.19,0.6917
0.51,0.16,0.69,1,0.24,0.15,0.39,0.7257
0.37,0.16,0.66,1,0.22,0.15,0.56,0.729
0.47,0.17,0.61,1,0.22,0.15,0.67,0.757
0.53,0.17,0.54,1,0.22,0.15,0.73,0.7667
0.37,0.17,0.48,1,0.22,0.15,0.74,0.732
0.37,0.17,0.46,1,0.24,0.15,0.65,0.7114
0.39,0.17,0.46,1,0.33,0.15,0.5,0.674
0.28,0.14,0.53,1,0.33,0.15,0.34,0.6353
0.31,0.12,0.6,1,0.31,0.14,0.17,0.623
0.36,0.11,0.61,1,0.25,0.14,0.01,0.616
0.28,0.1,0.62,1,0.26,0.15,0,0.6001
0.35,0.1,0.64,1,0.24,0.15,0,0.615
0.43,0.09,0.67,1,0.22,0.16,0,0.6329
0.45,0.08,0.68,1,0.24,0.16,0,0.634
0.41,0.06,0.7,1,0.32,0.16,0,0.6171
0.36,0.06,0.72,1,0.33,0.14,0,0.6127
0.3,0.06,0.74,1,0.34,0.14,0,0.6025
0.21,0.05,0.77,1,0.33,0.14,0,0.5918
0.3,0.05,0.79,1,0.32,0.13,0,0.616
0.3,0.06,0.8,1,0.31,0.14,0,0.6193
0.29,0.06,0.82,1,0.33,0.15,0,0.6132
0.29,0.09,0.81,1,0.24,0.16,0,0.6311
0.2,0.13,0.79,1,0.25,0.16,0.01,0.6197
0.47,0.16,0.74,1,0.24,0.16,0.17,0.689
0.61,0.17,0.68,1,0.21,0.16,0.34,0.7391
0.63,0.18,0.66,1,0.21,0.15,0.52,0.7701
0.6,0.18,0.61,1,0.22,0.14,0.63,0.7772
0.59,0.19,0.55,1,0.22,0.15,0.7,0.7774
0.64,0.19,0.55,1,0.12,0.16,0.68,0.7951
0.62,0.18,0.56,1,0.18,0.15,0.6,0.7701
0.51,0.18,0.57,1,0.18,0.15,0.49,0.7354
0.43,0.16,0.62,1,0.17,0.15,0.32,0.7011
0.29,0.14,0.65,1,0.07,0.15,0.17,0.6726
0.51,0.13,0.67,1,0.12,0.15,0.01,0.6745
0.3,0.12,0.69,1,0.2,0.15,0,0.628
0.33,0.11,0.71,1,0.18,0.15,0,0.6365
0.24,0.12,0.72,1,0.16,0.15,0,0.6268
0.19,0.12,0.72,1,0.2,0.14,0,0.6152
0.21,0.12,0.72,1,0.22,0.15,0,0.6137
0.36,0.12,0.72,1,0.18,0.14,0,0.6474
0.46,0.12,0.7,1,0.18,0.15,0,0.6592
0.25,0.11,0.71,1,0.15,0.14,0,0.6292
0.22,0.11,0.7,1,0.19,0.14,0,0.6178
0.28,0.12,0.68,1,0.23,0.14,0,0.6169
0.33,0.1,0.67,1,0.25,0.14,0,0.6197
0.51,0.12,0.7,1,0.23,0.13,0,0.6614
0.68,0.15,0.67,1,0.25,0.13,0.01,0.689
0.69,0.17,0.63,1,0.23,0.13,0.19,0.7224
0.78,0.19,0.58,1,0.25,0.15,0.39,0.7567
0.79,0.2,0.48,1,0.26,0.14,0.56,0.7715
0.82,0.2,0.47,1,0.32,0.14,0.68,0.7862
0.9,0.21,0.46,1,0.24,0.14,0.73,0.8205
0.83,0.21,0.47,1,0.3,0.14,0.73,0.7997
0.82,0.2,0.5,1,0.25,0.13,0.68,0.8022
0.78,0.19,0.51,1,0.32,0.13,0.58,0.7683
0.63,0.17,0.55,1,0.32,0.13,0.41,0.7185
0.32,0.16,0.61,1,0.33,0.13,0.21,0.6389
0.26,0.14,0.64,1,0.3,0.13,0.02,0.605
0.34,0.14,0.66,1,0.3,0.15,0,0.6137
0.28,0.14,0.66,1,0.31,0.14,0,0.6052
0.15,0.14,0.64,1,0.33,0.13,0,0.5783
0.2,0.14,0.58,1,0.33,0.13,0,0.5773
0.28,0.14,0.59,1,0.32,0.13,0,0.5917
0.36,0.13,0.64,1,0.23,0.13,0,0.6282
0.33,0.14,0.58,1,0.23,0.13,0,0.6144
0.21,0.15,0.55,1,0.23,0.13,0,0.5902
0.27,0.14,0.53,1,0.22,0.12,0,0.6007
0.26,0.12,0.61,1,0.24,0.13,0,0.6029
0.36,0.12,0.64,1,0.24,0.13,0,0.6242
0.27,0.14,0.63,1,0.23,0.13,0,0.6125
0.27,0.18,0.54,1,0.2,0.14,0.01,0.6095
0.43,0.19,0.52,1,0.16,0.14,0.18,0.6712
0.7,0.21,0.47,1,0.2,0.14,0.36,0.7307
0.91,0.22,0.42,1,0.22,0.14,0.51,0.7822
0.8,0.23,0.37,1,0.26,0.14,0.64,0.7724
0.51,0.24,0.36,1,0.21,0.15,0.71,0.7411
0.46,0.23,0.38,1,0.23,0.14,0.72,0.7381
0.44,0.23,0.41,1,0.25,0.14,0.68,0.7289
0.47,0.22,0.47,1,0.24,0.14,0.5,0.7129
0.46,0.19,0.56,1,0.2,0.14,0.35,0.7029
0.39,0.17,0.61,1,0.22,0.14,0.19,0.6682
0.51,0.17,0.62,1,0.21,0.14,0.02,0.6608
0.51,0.16,0.63,1,0.25,0.14,0,0.6522
0.52,0.16,0.66,1,0.19,0.14,0,0.6678
0.54,0.15,0.68,1,0.14,0.14,0,0.6812
0.5,0.15,0.69,1,0.1,0.14,0,0.6835
0.52,0.15,0.68,1,0.21,0.14,0,0.6667
0.54,0.16,0.65,1,0.21,0.14,0,0.667
0.58,0.16,0.56,1,0.19,0.14,0,0.6624
0.62,0.17,0.49,1,0.08,0.14,0,0.6756
0.2,0.14,0.57,1,0.06,0.14,0,0.6181
0.16,0.13,0.67,1,0.19,0.13,0,0.6058
0.26,0.12,0.7,1,0.18,0.12,0,0.6302
0.34,0.13,0.71,1,0.2,0.13,0,0.641
0.48,0.16,0.71,1,0.21,0.13,0.01,0.6692
0.59,0.19,0.63,1,0.13,0.13,0.19,0.7248
0.51,0.2,0.53,1,0.11,0.14,0.37,0.7266
0.46,0.21,0.48,1,0.15,0.12,0.53,0.7381
0.49,0.22,0.48,1,0.14,0.12,0.65,0.7629
0.49,0.23,0.45,1,0.13,0.12,0.67,0.7661
0.54,0.24,0.39,1,0.21,0.12,0.65,0.7486
0.55,0.24,0.37,1,0.14,0.12,0.61,0.7494
0.46,0.23,0.4,1,0.22,0.12,0.5,0.7069
0.55,0.21,0.44,1,0.19,0.12,0.38,0.7097
0.58,0.18,0.52,1,0.18,0.12,0.21,0.6982
0.52,0.16,0.62,1,0.14,0.12,0.02,0.6757
0.31,0.15,0.68,1,0.06,0.13,0,0.6594
0.19,0.14,0.72,1,0.17,0.14,0,0.6244
0.08,0.13,0.75,1,0.12,0.14,0,0.6148
0.11,0.12,0.78,1,0.19,0.13,0,0.6153
0.14,0.14,0.82,1,0.15,0.14,0,0.6346
0.13,0.14,0.85,1,0.16,0.14,0,0.6353
0.14,0.14,0.87,1,0.17,0.14,0,0.6403
0.12,0.14,0.89,1,0.11,0.16,0,0.6457
0.19,0.14,0.9,1,0.18,0.17,0,0.6453
0.08,0.14,0.9,1,0.14,0.16,0,0.6375
0.09,0.14,0.91,1,0.14,0.17,0,0.6377
0.12,0.15,0.91,1,0.21,0.16,0,0.6341
0.12,0.16,0.9,1,0.24,0.17,0,0.6295
0.2,0.17,0.89,1,0.22,0.17,0.06,0.6556
0.23,0.18,0.88,1,0.14,0.17,0.12,0.683
0.46,0.19,0.86,1,0.1,0.16,0.16,0.7341
0.42,0.19,0.83,1,0.16,0.17,0.22,0.7235
0.41,0.19,0.81,1,0.15,0.16,0.21,0.7205
0.42,0.19,0.8,1,0.17,0.19,0.22,0.7103
0.46,0.19,0.79,1,0.13,0.2,0.19,0.7149
0.36,0.18,0.8,1,0.06,0.2,0.17,0.7061
0.27,0.17,0.82,1,0.09,0.2,0.12,0.6797
0.22,0.16,0.85,1,0.1,0.19,0.06,0.6659
0.18,0.16,0.86,1,0.18,0.18,0,0.6404
0.2,0.15,0.88,1,0.19,0.19,0,0.6417
0.23,0.15,0.89,1,0.23,0.18,0,0.6421
0.3,0.15,0.89,1,0.22,0.19,0,0.656
0.22,0.15,0.9,1,0.19,0.18,0,0.6514
0.26,0.15,0.9,1,0.2,0.17,0,0.6563
0.42,0.15,0.91,1,0.22,0.17,0,0.6806
0.36,0.15,0.91,1,0.16,0.17,0,0.681
0.53,0.14,0.91,1,0.05,0.17,0,0.7274
0.39,0.14,0.92,1,0.07,0.17,0,0.7021
0.29,0.14,0.92,1,0.12,0.17,0,0.6769
0.3,0.14,0.93,1,0.09,0.18,0,0.6827
0.19,0.14,0.93,1,0.11,0.17,0,0.6649
0.13,0.13,0.93,1,0.08,0.18,0.02,0.658
0.21,0.13,0.94,1,0.05,0.17,0.05,0.6835
0.52,0.13,0.94,1,0.09,0.18,0.09,0.7349
0.55,0.14,0.94,1,0.12,0.18,0.12,0.7408
0.4,0.14,0.94,1,0.17,0.19,0.27,0.7312
0.17,0.14,0.95,1,0.15,0.2,0.25,0.6939
0.17,0.14,0.95,1,0.21,0.17,0.27,0.6921
0.14,0.14,0.95,1,0.14,0.18,0.35,0.7105
0.15,0.14,0.95,1,0.22,0.19,0.3,0.6891
0.24,0.14,0.95,1,0.23,0.19,0.16,0.6801
0.3,0.14,0.95,1,0.2,0.19,0.12,0.6848
0.18,0.13,0.95,1,0.16,0.18,0.01,0.6546
0.41,0.13,0.95,1,0.17,0.18,0,0.6876
0.47,0.12,0.95,0.99,0.14,0.18,0,0.7031
0.36,0.12,0.95,0.99,0.17,0.18,0,0.6783
0.3,0.12,0.95,0.99,0.18,0.18,0,0.6673
0.25,0.11,0.95,0.99,0.08,0.19,0,0.6743
0.17,0.11,0.95,0.99,0.09,0.2,0,0.657
0.16,0.11,0.95,0.99,0.12,0.18,0,0.654
0.14,0.11,0.95,0.99,0.11,0.18,0,0.6522
0.25,0.11,0.95,0.99,0.18,0.17,0,0.6612
0.32,0.11,0.96,0.99,0.15,0.17,0,0.6768
0.13,0.11,0.95,0.99,0.15,0.17,0,0.6447
0.4,0.11,0.95,0.99,0.19,0.18,0,0.6821
0.86,0.13,0.93,0.99,0.25,0.17,0.01,0.7505
1,0.14,0.92,0.99,0.21,0.18,0.08,0.7928
1,0.15,0.9,0.99,0.19,0.16,0.15,0.8081
1,0.16,0.86,0.99,0.13,0.16,0.23,0.8256
1,0.15,0.8,0.99,0.14,0.17,0.27,0.8188
0.88,0.13,0.77,0.99,0.21,0.16,0.3,0.7858
0.69,0.13,0.77,0.99,0.21,0.17,0.29,0.75
0.75,0.15,0.76,0.99,0.23,0.21,0.27,0.7478
0.85,0.15,0.73,1,0.21,0.2,0.21,0.7547
0.76,0.14,0.71,1,0.19,0.2,0.14,0.7276
0.6,0.12,0.72,1,0.15,0.21,0.07,0.6919
0.29,0.12,0.73,1,0.11,0.19,0,0.6401
0.16,0.11,0.74,1,0.13,0.19,0,0.6159
0.14,0.1,0.76,1,0.13,0.19,0,0.6134
0.32,0.1,0.79,1,0.19,0.18,0,0.6394
0.34,0.1,0.8,1,0.1,0.17,0,0.6625
0.31,0.1,0.8,1,0.12,0.17,0,0.6542
0.3,0.1,0.8,1,0.15,0.16,0,0.6474
0.31,0.11,0.79,1,0.17,0.16,0,0.6474
0.26,0.11,0.79,1,0.2,0.16,0,0.6318
0.29,0.1,0.78,1,0.23,0.15,0,0.6305
0.27,0.09,0.78,1,0.24,0.14,0,0.6262
0.33,0.1,0.79,1,0.25,0.12,0,0.641
0.27,0.12,0.78,1,0.24,0.12,0,0.6348
0.28,0.12,0.78,1,0.23,0.12,0.03,0.6428
0.21,0.14,0.8,1,0.25,0.12,0.25,0.6701
0.26,0.16,0.77,1,0.25,0.13,0.46,0.711
0.31,0.17,0.72,1,0.23,0.12,0.64,0.7476
0.46,0.17,0.69,1,0.21,0.12,0.77,0.7934
0.51,0.16,0.69,1,0.2,0.12,0.84,0.8124
0.37,0.15,0.7,1,0.17,0.13,0.84,0.7934
0.42,0.14,0.73,1,0.18,0.13,0.76,0.79
0.4,0.12,0.77,1,0.17,0.13,0.63,0.7703
0.35,0.12,0.82,1,0.17,0.13,0.45,0.7404
0.27,0.12,0.84,1,0.16,0.14,0.24,0.696
0.2,0.12,0.86,1,0.12,0.15,0.02,0.6548
0.19,0.12,0.87,1,0.13,0.17,0,0.646
0.15,0.11,0.87,1,0.07,0.16,0,0.6509
0.29,0.11,0.88,1,0.09,0.17,0,0.6699
0.33,0.1,0.89,1,0.1,0.17,0,0.6757
0.37,0.1,0.9,1,0.07,0.17,0,0.6877
0.39,0.1,0.9,1,0.1,0.17,0,0.6872
0.57,0.1,0.91,1,0.1,0.17,0,0.7172
0.6,0.1,0.91,1,0.12,0.17,0,0.7191
0.73,0.1,0.91,1,0.08,0.17,0,0.7488
0.61,0.1,0.91,1,0.1,0.16,0,0.7276
0.57,0.1,0.91,1,0.13,0.17,0,0.7142
0.65,0.12,0.9,1,0.1,0.18,0,0.7323
0.62,0.14,0.89,1,0.13,0.19,0.02,0.7246
0.61,0.15,0.87,1,0.22,0.21,0.24,0.7411
0.66,0.17,0.83,1,0.21,0.19,0.48,0.788
0.6,0.17,0.78,1,0.22,0.17,0.53,0.7812
0.53,0.18,0.72,1,0.24,0.17,0.61,0.7715
0.54,0.16,0.7,1,0.24,0.17,0.74,0.7895
0.59,0.16,0.74,1,0.22,0.16,0.51,0.7687
0.58,0.15,0.75,1,0.23,0.16,0.58,0.7781
0.31,0.14,0.77,1,0.21,0.17,0.44,0.7136
0.1,0.14,0.79,1,0.23,0.17,0.24,0.6455
0.28,0.13,0.82,1,0.21,0.17,0.12,0.6605
0.19,0.11,0.84,1,0.24,0.17,0,0.6222
0.2,0.1,0.86,1,0.25,0.17,0,0.6248
0.19,0.09,0.88,1,0.24,0.17,0,0.6233
0.11,0.08,0.89,1,0.22,0.17,0,0.6162
0.14,0.08,0.9,1,0.23,0.17,0,0.6215
0.24,0.08,0.91,1,0.24,0.16,0,0.6396
0.26,0.07,0.92,1,0.21,0.16,0,0.647
0.13,0.06,0.92,1,0.12,0.18,0,0.6356
0.11,0.06,0.93,1,0.21,0.17,0,0.6183
0.18,0.07,0.93,1,0.17,0.18,0,0.6374
0.22,0.07,0.93,1,0.14,0.17,0,0.6512
0.18,0.08,0.93,1,0.15,0.18,0,0.6441
0.19,0.1,0.92,1,0.12,0.18,0,0.6531
0.14,0.13,0.9,1,0.07,0.17,0.02,0.6592
0.57,0.14,0.89,1,0.13,0.18,0.22,0.7509
0.76,0.15,0.86,1,0.16,0.19,0.39,0.8018
0.78,0.16,0.79,1,0.11,0.18,0.56,0.8338
0.87,0.16,0.73,1,0.09,0.18,0.71,0.8667
0.95,0.16,0.7,1,0.35,0.16,0.76,0.8415
0.97,0.15,0.69,1,0.01,0.17,0.72,0.8913
0.83,0.15,0.69,1,0.07,0.17,0.67,0.8507
0.93,0.15,0.69,1,0.1,0.16,0.55,0.8445
0.65,0.14,0.7,1,0.1,0.16,0.38,0.7674
0.53,0.13,0.71,1,0.1,0.15,0.21,0.7234
0.46,0.13,0.73,1,0.09,0.16,0.02,0.6819
0.43,0.12,0.74,1,0.09,0.16,0,0.6717
0.34,0.11,0.75,1,0.12,0.17,0,0.6511
0.24,0.1,0.76,1,0.19,0.17,0,0.6257
0.12,0.1,0.78,1,0.15,0.16,0,0.6137
0.1,0.09,0.8,1,0.21,0.15,0,0.6064
0.08,0.08,0.82,1,0.24,0.15,0,0.5983
0.09,0.07,0.84,1,0.1,0.17,0,0.6227
0.09,0.07,0.86,1,0.1,0.17,0,0.6252
0.14,0.07,0.88,1,0.09,0.17,0,0.6372
0.13,0.06,0.89,1,0.16,0.17,0,0.6251
0.16,0.07,0.9,1,0.18,0.17,0,0.6296
0.17,0.1,0.89,1,0.17,0.16,0,0.6391
0.12,0.15,0.86,1,0.14,0.16,0.02,0.6424
0.23,0.16,0.81,1,0.12,0.16,0.19,0.6861
0.29,0.18,0.75,1,0.12,0.18,0.38,0.7138
0.33,0.18,0.69,1,0.16,0.17,0.51,0.7301
0.46,0.18,0.66,1,0.16,0.17,0.66,0.7701
0.46,0.19,0.55,1,0.12,0.18,0.74,0.7724
0.47,0.18,0.52,1,0.07,0.18,0.7,0.77
0.53,0.18,0.52,1,0.12,0.18,0.64,0.7623
0.53,0.17,0.56,1,0.22,0.18,0.55,0.7343
0.41,0.16,0.64,1,0.24,0.17,0.42,0.7043
0.36,0.14,0.68,1,0.15,0.17,0.21,0.6767
0.2,0.13,0.7,1,0.16,0.18,0.02,0.6183
0.17,0.12,0.72,1,0.14,0.19,0,0.6125
0.12,0.11,0.75,1,0.08,0.19,0,0.6183
0.12,0.1,0.79,1,0.09,0.19,0,0.6229
0.15,0.09,0.81,1,0.1,0.2,0,0.6252
0.08,0.08,0.83,1,0.12,0.2,0,0.6124
0.07,0.08,0.85,1,0.13,0.21,0,0.6106
0.17,0.07,0.86,1,0.05,0.21,0,0.6395
0.19,0.07,0.87,1,0.03,0.2,0,0.6485
0.18,0.07,0.87,1,0.05,0.21,0,0.6447
0.11,0.06,0.88,1,0.05,0.22,0,0.6307
0.19,0.07,0.88,1,0.34,0.23,0,0.5945
0.16,0.1,0.88,1,0.34,0.25,0,0.5917
0.17,0.14,0.86,1,0.34,0.27,0.03,0.5982
0.22,0.16,0.81,1,0.34,0.26,0.1,0.6149
0.18,0.17,0.75,1,0.03,0.26,0.16,0.6628
0.55,0.18,0.69,1,0.33,0.23,0.21,0.6776
0.68,0.18,0.66,1,0.05,0.22,0.55,0.8003
0.61,0.18,0.54,1,0.04,0.22,0.91,0.8301
0.52,0.18,0.43,1,0.04,0.2,0.74,0.7732
0.51,0.17,0.42,1,0.35,0.2,0.44,0.6646
0.41,0.17,0.44,1,0.35,0.2,0.05,0.5859
0.24,0.16,0.49,1,0.34,0.2,0.04,0.5635
0.31,0.15,0.56,1,0.34,0.2,0.02,0.5831
0.42,0.13,0.63,1,0.01,0.19,0.01,0.6643
0.38,0.12,0.67,1,0.07,0.21,0,0.6502
0.35,0.12,0.69,1,0.08,0.21,0,0.6459
0.3,0.11,0.7,1,0.11,0.21,0,0.632
0.4,0.1,0.71,1,0.1,0.21,0,0.65
0.27,0.1,0.72,1,0.1,0.22,0,0.6287
0.23,0.09,0.73,1,0.08,0.21,0,0.627
0.27,0.08,0.75,1,0.11,0.22,0,0.6286
0.23,0.09,0.76,1,0.07,0.22,0,0.6313
0.33,0.08,0.78,1,0.09,0.21,0,0.6476
0.36,0.08,0.79,1,0.09,0.21,0,0.655
0.37,0.08,0.8,1,0.12,0.2,0,0.6562
0.26,0.11,0.8,1,0.08,0.2,0,0.6493
0.25,0.14,0.77,1,0.08,0.2,0.03,0.6514
0.42,0.17,0.72,1,0.08,0.21,0.25,0.7118
0.46,0.17,0.68,1,0.07,0.21,0.45,0.747
0.37,0.18,0.6,1,0.07,0.2,0.62,0.7509
0.32,0.19,0.48,1,0.06,0.2,0.75,0.7472
0.37,0.19,0.51,1,0.06,0.18,0.82,0.7744
0.58,0.17,0.62,1,0.01,0.19,0.82,0.8311
0.44,0.17,0.64,1,0.05,0.19,0.76,0.794
0.31,0.16,0.66,1,0.05,0.18,0.63,0.7546
0.25,0.15,0.66,1,0.08,0.19,0.46,0.7094
0.21,0.14,0.67,1,0.32,0.19,0.25,0.6269
0.28,0.13,0.7,1,0.03,0.2,0.03,0.6505
0.25,0.13,0.71,1,0.34,0.2,0,0.5932
0.25,0.11,0.73,1,0.35,0.2,0,0.591
0.12,0.09,0.76,1,0.33,0.19,0,0.5747
0.13,0.09,0.8,1,0.02,0.19,0,0.6343
0.23,0.1,0.83,1,0.33,0.19,0,0.606
0.12,0.1,0.85,1,0.33,0.18,0,0.5942
0.08,0.09,0.86,0.99,0.33,0.18,0,0.5869
0.08,0.08,0.88,0.99,0.04,0.17,0,0.6387
0.09,0.09,0.89,0.99,0.08,0.17,0,0.636
0.15,0.08,0.9,0.99,0.06,0.17,0,0.651
0.12,0.09,0.91,0.99,0.18,0.16,0,0.6281
0.11,0.11,0.9,1,0.1,0.17,0,0.6409
0.21,0.14,0.88,1,0.08,0.18,0.06,0.6718
0.35,0.15,0.86,1,0.02,0.18,0.24,0.7327
0.47,0.16,0.82,1,0.08,0.19,0.41,0.7662
0.56,0.16,0.77,1,0.06,0.17,0.6,0.8104
0.64,0.16,0.73,1,0.07,0.18,0.71,0.8323
0.77,0.16,0.71,1,0.1,0.18,0.78,0.8559
0.97,0.15,0.7,1,0.08,0.18,0.76,0.887
0.95,0.16,0.7,1,0.1,0.17,0.68,0.8692
0.75,0.15,0.7,1,0.09,0.17,0.57,0.8193
